"offer_name","price","mileage_km","fuel_type","transmission","engine_capacity","power","country_of_origin","description","vehicle_brand","vehicle_model","color","production_year","seller_name","seller_type","seller_time_on_site","location","weight_kg","power_num","engine_capacity_num","mileage_km_num","weight_kg_num","years","price_num"
"Mercedes-Benz Actros","162000","391 417 km","Diesel",NA,NA,NA,NA,"Witam, na sprzedaż Mercedes ACTROS 8X6. Wywrotka w ciągłej eksploatacji, stan oceniam na bardzo dobry. Serwisowana na bieżąco. Samochód w moim posiadaniu od wielu lat, telefonicznie chętnie odpowiem na każde pytanie. Zapraszam do kontaktu.","Mercedes-Benz","Actros","Niebieski",2007,"Andrzej","Osoba prywatna","Sprzedający na OTOMOTO od 2016","Wołomin, wołomiński, Mazowieckie",NA,NA,NA,391417,NA,18,162000
"Mercedes-Benz Actros 1841 4x4 Tarczki z Niemiec","133000","685 000 km","Diesel",NA,NA,NA,NA,"Mercedes wywrotka Typ Actros 1841 Napęd 4x4 Przebieg 685tyskm Kipper Mailler 3 strony Resor Opony 70% Klimatyzacja Stare Tacho Tarczki Spr z Niemiec *CENA: 133.000zł brutto na eksport/ sprzedaż w kraju + VAT 23% Tel Wyświetl numer","Mercedes-Benz","Actros 1841 4x4 Tarczki z Niemiec","Pomarańczowy",2003,"Auto-Handel",NA,"Sprzedający na OTOMOTO od 2008","Zobacz więcej ofert (37) tego sprzedawcyZnajdź na mapieTrakt Kamiński 21 a - 09-530 Gąbin, płocki, Mazowieckie (Polska)",NA,NA,NA,685000,NA,22,133000
"Iveco 35c17I","47047,50","200 000 km","Diesel","Manualna","2 998 cm3",NA,"Szwecja","Dobry stan techniczny. Możliwa jest sprzedaż na eksport.","Iveco","35c17I","Niebieski",2012,"Dzmitry","Osoba prywatna","Sprzedający na OTOMOTO od 2024","Warszawa, Białołęka",NA,NA,2998,200000,NA,13,NA
"Iveco 72-180","75500","451 900 km","Diesel","Automatyczna","3 000 cm3","180 KM","Niemcy","Witam sprzedam Iveco Daily 72-180 z 2017roku Hi-MATIC świeżo sprowadzone z Niemiec  kontener z windą na poduszkach możliwość kupienia wersji ze skrzynią manualną więcej informacji pod numerem tel Wyświetl numer","Iveco","72-180","Biały",2017,"FHU Tomasz Sawiak",NA,"Sprzedający na OTOMOTO od 2022","Zobacz więcej ofert (4) tego sprzedawcyZnajdź na mapieAleja Lipowa 14 - 96-321 Grzmiąca, grodziski, Mazowieckie (Polska)",NA,180,3000,451900,NA,8,75500
"Renault Magnum","32000","1 324 000 km","Diesel","Automatyczna","1 277 cm3","500 KM","Francja","Samochód sprawny w ciągłej eksploatacji w trasach krajowych i międzynarodowych. Reszta informacji pod telefonem. Wyświetl numerCena 32000 PLN + 23 % VAT","Renault","Magnum","Szary",2009,"Adam Świderski","Osoba prywatna","Sprzedający na OTOMOTO od 2015","Zbuczyn, siedlecki, Mazowieckie",NA,500,1277,1324000,NA,16,32000
"MAN Tgx 18.480","62115","1 300 000 km","Diesel","Automatyczna","12 419 cm3","480 KM","Polska","Witam.Mam do sprzedania ładny ciągnik siodłowy Man tgx18,480 z 2010r.  w chwili obecnej siadać I jeździć. Na bieżąco wymieniane wszystko co potrzeba . Auto w firmie od 7 lat.  Klimatyzacja plus postojowa dwa lozka subwoofer multi funkcyjna kierownica lodowka telefon w tym roku wymieniony nowy rozrusznik centralne smarowanie itd. Zainteresowanych proszę o kontakt Tomek Wyświetl numer Jacek Wyświetl numer Serdecznie polecam I pozdrawiam Marcin","MAN","Tgx 18.480","Niebieski",2010,"Marcin","Osoba prywatna","Sprzedający na OTOMOTO od 2019","Dziękowizna, miński, Mazowieckie",NA,480,12419,1300000,NA,15,62115
"Isuzu Q95","427500,01","15 km","Diesel","Automatyczna","5 193 cm3","190 KM",NA,"Budmat Auto Sp. z o.o.Autoryzowany dealer wielomarkowy: ISUZU, Nissan, Suzuki, Peugeot, Ford, Opel ma do zaoferowania samochód:ISUZU Q95 - DOSTĘPNY W LEASINGU 103%.Silnik wysokoprężny ISUZU: 4HK1E6C – 4 cylindry, Common Rail z wtryskiem bezpośrednim, doładowanie sprężarką o zmiennej geometrii, intercooler.Pojemność 5193 cm3, Moc 140 kW (190 KM) EURO6 OBD-EMaksymalny moment obrotowy 510 Nm w zakresie 1600 - 2800 obr./min.Dopuszczalna masa całkowita 9500 kg.Dopuszczalna masa całkowita przyczepy z hamulcem - 3500 kgRozstaw osi: 3365 / 3815 / 4475 mmWyposażenie STANDARD:- Kabina pojedyncza uchylna- ABS- ESC elektroniczna stabilizacja toru jazdy z ASR- LDWS – System ostrzegania o niezamierzonej zmianie pasa ruchu- AEBS – Aktywny system wspomagania nagłego hamowania- SRS 2 – Poduszka powietrzna kierowca / pasażer- EGR – DPD - SCR- Wyświetlacz wielofunkcyjny MID- Hamulec wydechowy- Amortyzacja fotela kierowcy- Elektrycznie sterowane i podgrzewane lusterka zewnętrzne- Przednie lampy przeciwmgłowe- Światła do jazdy dziennej- Zamek centralny sterowany pilotem- Elektrycznie sterowane szyby- Poziomowanie świateł- Klimatyzacja- Immobilizer- Kolumna kierownicy regulowana w dwóch płaszczyznach- Sygnalizacja biegu wstecznego- 3 punktowe pasy bezpieczeństwa (wył. pas środkowy)- Ogranicznik prędkości (90 km/h)- Tachograf cyfrowy- Radio DAB+ z USB- Instalacja elektryczna 24 V- Skrzynia biegów manualna 6-cio biegowa - MZZ6F- Ilość miejsc - 3- Podwójne koła tylne 225/75 R 17,5C- Zbiornik paliwa o pojemności 90 litrów zamykany na klucz- Zbiornik AdBlue - 16 litrów- Rama o profilu: 70 x 216 x 6 (mm)- Zawieszenie przednie / tylne – resory półeliptyczne, zintegrowane z gumowymi ogranicznikami krańcowymi, hydrauliczne amortyzatory teleskopowe podwójnego działania, stabilizator przedni i tylny- Szerokość kabiny: 2040 mm- Hamulce przód i tył tarczowe, system pneumatyczny Full Air- Maksymalny nacisk na przednią oś - 3400 kg- Maksymalny nacisk na tylną oś - 6800 kgOPCJE DODATKOWE:- NEES2 (automatyczna skrzynia biegów) + Tempomat- Wywrot + żuraw Fassi F40B021.REALIZACJA:W celu potwierdzenia dostępności prosimy o kontakt z naszym handlowcem.Zbigniew SerowskiWyświetl numerz.serowski(malpa)budmatauto.plWykonujemy wszelkiego typu zabudowy.Zamieszczone zdjęcia maja charakter poglądowy.Cena nie zawiera kosztu zabudowy.Istnieje możliwość indywidualnej konfiguracji pojazdu.GWARANCJA :2 lata bez limitu kilometrów.Cena nie zawiera podatku VAT.Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66, § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia.FINANSOWANIE :DOSTĘPNY W LEASINGU 103%.Samochód dostępny w finansowaniu Kredytowym i Leasingowym.Szczegóły oferty dostępne w salonie.PRZYJMIEMY SAMOCHÓD UŻYWANY W ROZLICZENIU:Proponujemy pozostawienie samochodu używanego w rozliczeniu za nowy. Zapewniamy bezpłatną wycenę w naszym salonie.Zapraszamy do kontaktu z naszym działem handlowym:---------------------------------------------------------------------------Zbigniew SerowskiWyświetl numere-mail: z.serowski(malpa)budmatauto.pl---------------------------------------------------------------------------*Powyższa informacja nie stanowi oferty w myśl prawa handlowego (art. 66 § 1 k.c.), więcej informacji możecie Państwo uzyskać kontaktując się z naszym Działem Sprzedaży.*Samochód prezentowany na zdjęciu może różnić się od przedstawionego w opisie.Zapraszam serdecznie!","Isuzu","Q95","Biały",2023,"BUDMAT AUTO Sp. z o.o.",NA,"Sprzedający na OTOMOTO od 2008","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweSzybka naprawaNaprawy blacharskieSerwis opon / przechowalniaMyjniaPomoc drogowa /holowanieWynajem pojazdówPrzegląd techniczny",NA,190,5193,15,NA,2,NA
"Mercedes-Benz Sprinter 516","113160","325 275 km","Diesel","Manualna","2 143 cm3","165 KM",NA,"Sprzedam Mercedes-Benz Sprinter 516 (2010)","Mercedes-Benz","Sprinter 516","Biały",2010,"Genomar sp. z o.o. - sprzedaż i wynajem pojazdów",NA,"Sprzedający na OTOMOTO od 2020","poniedziałek09:00 - 18:00wtorek09:00 - 18:00środa09:00 - 18:00czwartek09:00 - 18:00piątek09:00 - 18:00sobota09:00 - 16:00niedziela10:00 - 15:00Znajdź na mapieJosepha Conrada - 01-922 Warszawa, Mazowieckie (Polska)",NA,165,2143,325275,NA,15,113160
"DAF 106 XF 460KM Retarder Automat","91000","774 123 km","Diesel","Automatyczna",NA,"460 KM",NA,"DAF XF 106 460KM SUPER STANROK PROD 2016R.PRZEBIEG 774123KMSILNIK PO KAPITALNYM REMONCIE WSZYSTKIE CZĘŚCI ORYGINAL DAFRetarderAutomatLed2x zbiornik paliwa (845+430)Fotele pneumatyczneLodówkaWebastoSeparator Opony przód 385 55 22,5 noweOpony tył 315 70 22,5 około 70%Auto w super stanie po generalnej naprawie silnika !!! Posiadam fakturyNowe VTGNowa sprężarkaNowy sterownikNowy alternatorNowe klocki tył Auto Świeżo po serwisie filtrowo olejowym Auto w ciągłej eksploatacji Cena n***0","DAF","106 XF 460KM Retarder Automat","Biały",2016,"Karol","Osoba prywatna","Sprzedający na OTOMOTO od 2019","Radom, Mazowieckie",NA,460,NA,774123,NA,9,91000
"Scania R 320 6X6","147600","71 744 km","Diesel","Manualna",NA,NA,"Dania","Sprzedam Scania 113 6x6, 320KM sprowadzony z Duńskiej Armii, przebieg 71744km. udokumentowany wojskową książką serwisową. Zawieszenie resor przód i tył, cena 120000 netto faktura. Komplet dokumentów do rejestracji.  Pojazd do obejrzenia Kiełpin ul. Kolejowa 208 05-092 Łomianki","Scania","R 320 6X6","Zielony",1996,"Avio-Star Grażyna Domańska",NA,"Sprzedający na OTOMOTO od 2015","Zobacz więcej ofert (30) tego sprzedawcyZnajdź na mapieul.Płytowa 1 - 03-046 Warszawa, Mazowieckie (Polska)",NA,NA,NA,71744,NA,29,147600
"DAF 105.460","27900","1 200 000 km","Diesel",NA,NA,NA,NA,"Sprzedam Dafa 105.460 automat standard retarder.Auto w ciągłym użytku.Cena 27.900zlPosiadamy kilkanaście ciężarówek do sprzedania.","DAF","105.460","Czerwony",2013,"Patryk","Osoba prywatna","Sprzedający na OTOMOTO od 2016","Ostrów Mazowiecka, ostrowski, Mazowieckie",NA,NA,NA,1200000,NA,12,27900
"Scania P 280 / OTWIERANY BOK / DMC 20500kg / WINDA","89900","418 225 km","Diesel","Automatyczna",NA,"280 KM",NA,"Scania P 280Data produkcji 2013-12-17 (model 2014)Podana cena netto: 89900plnMoc silnika 280 koni mechanicznychAutomatyczna skrzynia biegówOryginalny przebiegWinda ZeproOtwierany bokPodgrzewana skrzyniaMonitor LCDBardzo dobry stan !!!Masa całkowita 20500kgMasa netto 11125 kgŁadowność 9375 kgWymiary skrzyni: długość 845 cm, szerokość 250 cm, wysokość 293 cmTel. kom. Wyświetl numerDobre Oferty: Kredytu, LeasinguZAŁATWIAM WSZYSTKIE FORMALNOŚCI ZWIĄZANE Z KREDYTEM, LEASINGIEMWSPÓŁPRACUJE Z WSZYSTKIMI FIRMAMI LEASINGOWYMI","Scania","P 280 / OTWIERANY BOK / DMC 20500kg / WINDA","Biały",2014,"MJ Trucks",NA,"Sprzedający na OTOMOTO od 2022","Zobacz więcej ofert (63) tego sprzedawcyZnajdź na mapieWarszawska 15 - 05-600 Szczęsna, grójecki, Mazowieckie (Polska)",NA,280,NA,418225,NA,11,89900
"DAF XF 480","32000","597 000 km","Diesel","Automatyczna","12 902 cm3","480 KM","Polska","Na sprzedaż DAF XF 480 --- CENA --- 32 000 EURO ***Automatyczna skrzynia biegów. EURO 6.Pierwszy właściciel.100% sprawny.opony w bardzo dobrym stanieStan bardzo dobry.Regularnie serwisowany.Dwa zbiorniki.Lodówka.2x łóżko.produkcja 2021.do obejrzenia Łosice, woj. Mazowieckie,Kontakt Wyświetl numerPrezentowana oferta nie jest wiążąca. Zastrzega się możliwość wystąpienia pomyłki oraz sprzedania pojazdu.Powyższe ogłoszenie nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego a jest jedynie informację o sprzedaży.","DAF","XF 480","Biały",2021,"Przemysław","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Łosice, łosicki, Mazowieckie",NA,480,12902,597000,NA,4,32000
"DAF LF 290 Carrier Maxima Winda","153000","460 000 km","Diesel","Automatyczna","6 700 cm3","290 KM",NA,"Do sprzedania sprowadzony z NiemiecDaf LF 290Rok prod orginał 2018rPrzebieg 450.000kmKlimatyzacjaBlokada mostuWinda 1500 kgZabudowa dł 7.30 wys 2.40Carrier Supra 1150Auto Top Super Extra StanCena 153 tys zł ( 37.000€ )N...e....t....t.....oTel Wyświetl numer","DAF","LF 290 Carrier Maxima Winda","Biały",2018,"PHTU-Bartek",NA,"Sprzedający na OTOMOTO od 2010","poniedziałek8:30 - 19:00wtorek8:30 - 19:30środa8:00 - 20:00czwartek08:00 - 19:00piątek08:00 - 19:00sobota09:00 - 20:00niedziela10:00 - 16:00Znajdź na mapieKOWALA KOLONIA ul radomska 88 - 26-624 Kowala, radomski, Mazowieckie (Polska)","10000",290,6700,460000,10000,7,153000
"Scania R 450 / BDF / W IDEALNYM STANIE / PODNOSZONA,SKRĘTNA OŚ / Z NIEMIEC","129800","950 000 km","Diesel","Automatyczna","12 742 cm3","450 KM","Niemcy","WITAMY.*GRUPA -FRYSZKOWSKI- OFERUJE** SCANIA R 450 ROK PRODUKCJI 2017 EURO 6* AUTO SPROWADZONE Z NIEMIEC* AUTO BEZ WYPADKOWE , 100% SPRAWNE* DO KOŃCA SERWISOWANE W AUTORYZOWANYM SERWISIESCANIA W NIEMCZECH* ORYGINALNY PRZEBIEG MOŻLIWOŚĆ SPRAWDZENIA W DOWOLNYM SERWISIE SCANIAWYPOSAŻENIE:- Klimatyzacja - klimatronik- Klimatyzacja postojowa- Poduszka powietrzna w kierownicy- Kierownica wielofunkcyjna- Adaptacyjny tempomat ACC- Asystent pasa ruchy- Asystent martwego pola- Asystent hamowania awaryjnego (system antykolizyjny)- Doświetlanie zakrętów- Światła dzienne LED przód / tył- Dwa zbiorniki ON- Blokada mostu- Centralny zamek- Radio fabryczne- CB radio- Lodówka- Retarder/Intrader- Bluetooth,aux,usb- Elektryczne szyby , lusterka- Ogrzewanie postojowe- Fotel komfort- Materac EXTRACOMFORTCENA : 129 800 ZŁTEL: 602 - wyświetl numer -POMOC W UZYSKANIU LEASINGU !!!NASI ZAUFANI PARTNERZY : ING LEASE , PKO LEASING , ALIOR LEASING , IDEA LEASINGWiecej informacji pod nr tel Wyświetl numerWszystkie informacje dotyczące niniejszego przedmiotu sprzedaży nie stanowią oferty w rozumieniu art. 66 kodeksu cywilnego jak również nie powinny być rozumiane jako aukcja internetowa i należy je traktować wyłącznie jako zaproszenie do negocjacji.","Scania","R 450 / BDF / W IDEALNYM STANIE / PODNOSZONA,SKRĘTNA OŚ / Z NIEMIEC","Bordowy",2017,"EURO-TRANS Michał Fryszkowski",NA,"Sprzedający na OTOMOTO od 2017","Zobacz więcej ofert (10) tego sprzedawcyZnajdź na mapieUl. Złota 156, Polska - 26-624 Huta Mazowszańska, radomski, Mazowieckie (Polska)",NA,450,12742,950000,NA,8,129800
"DAF XF480 Retarder ! Okazja!","77000","697 000 km","Diesel","Automatyczna",NA,"480 KM","Holandia","Kalkulator ma jedynie charakter poglądowy i nie stanowi oferty w rozumieniu art. 66 Kodeksu cywilnego. Warunkiem udzielenia kredytu konsumenckiego jest pozytywny wynik oceny zdolności kredytowej i ryzyka kredytowego konsumenta, a ostateczne warunki kredytowania zależą od wyniku tej oceny.","DAF","XF480 Retarder ! Okazja!","Biały",2017,"Michal","Osoba prywatna","Sprzedający na OTOMOTO od 2020","Warszawa, Białołęka",NA,480,NA,697000,NA,8,77000
"Mercedes-Benz Sprinter 519","300000","250 000 km","Diesel","Manualna","2 968 cm3","190 KM",NA,"Mercedes Benz Sprinter 51924 miejsc siedzących + 10 stojącychW ofercie posiadamy usługę wynajmu długoterminowego z możliwością wykupu pojazdu po okresie umowy, najmu auta zastępczego opłacanego z OC/AC oraz likwidacje szkody komunikacyjne.Chcesz zmienić coś w swojej flocie? U nas możliwa jest zamiana Twojego busa/autobusu z dopłatą Klienta lub naszą.Posiadamy autorskie projekty wielu rodzajów zabudowy, a także dopasowujemy się do upodobań i potrzeb klientów. Dzięki indywidualnemu podejściu do każdego pojazdu oraz wysokich możliwościach personalizacji, spełnimy państwa oczekiwania.Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl Art. 66. § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia, a dane w nim zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.","Mercedes-Benz","Sprinter 519","Biały",2021,"MERCUS",NA,"Sprzedający na OTOMOTO od 2016","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweNaprawy blacharskieMyjniaWynajem pojazdów",NA,190,2968,250000,NA,4,300000
"Mercedes-Benz Tourismo","300000","540 000 km","Diesel","Automatyczna",NA,NA,NA,"MB Tourismo61 + 2 + 1Sprowadzony, nie użytkowany w PolsceSerwisowanyW ofercie posiadamy usługę wynajmu długoterminowego z możliwością wykupu pojazdu po okresie umowy, najmu auta zastępczego opłacanego z OC/AC oraz likwidacje szkody komunikacyjne.Chcesz zmienić coś w swojej flocie? U nas możliwa jest zamiana Twojego busa/autobusu z dopłatą Klienta lub naszą.Posiadamy autorskie projekty wielu rodzajów zabudowy, a także dopasowujemy się do upodobań i potrzeb klientów. Dzięki indywidualnemu podejściu do każdego pojazdu oraz wysokich możliwościach personalizacji, spełnimy państwa oczekiwania.Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl Art. 66. § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia, a dane w nim zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.","Mercedes-Benz","Tourismo","Biały",2020,"MERCUS",NA,"Sprzedający na OTOMOTO od 2016","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweNaprawy blacharskieMyjniaWynajem pojazdów",NA,NA,NA,540000,NA,5,300000
"Mercedes-Benz Sprinter 516","140000","317 000 km","Diesel","Automatyczna","2 143 cm3","160 KM",NA,"Mercedes Sprinter 516Autobus miejski21 miejsc siedzących + 19 miejsc stojącychW ofercie posiadamy usługę wynajmu długoterminowego z możliwością wykupu pojazdu po okresie umowy, najmu auta zastępczego opłacanego z OC/AC oraz likwidacje szkody komunikacyjne.Chcesz zmienić coś w swojej flocie? U nas możliwa jest zamiana Twojego busa/autobusu z dopłatą Klienta lub naszą.Posiadamy autorskie projekty wielu rodzajów zabudowy, a także dopasowujemy się do upodobań i potrzeb klientów. Dzięki indywidualnemu podejściu do każdego pojazdu oraz wysokich możliwościach personalizacji, spełnimy państwa oczekiwania.Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl Art. 66. § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia, a dane w nim zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.","Mercedes-Benz","Sprinter 516","Niebieski",2015,"MERCUS",NA,"Sprzedający na OTOMOTO od 2016","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweNaprawy blacharskieMyjniaWynajem pojazdów",NA,160,2143,317000,NA,10,140000
"Renault T480 Stan bardzo dobry ! Okazja ! Silnik Volvo","157000","593 000 km","Diesel","Automatyczna","12 777 cm3","480 KM","Belgia","Kalkulator ma jedynie charakter poglądowy i nie stanowi oferty w rozumieniu art. 66 Kodeksu cywilnego. Warunkiem udzielenia kredytu konsumenckiego jest pozytywny wynik oceny zdolności kredytowej i ryzyka kredytowego konsumenta, a ostateczne warunki kredytowania zależą od wyniku tej oceny.","Renault","T480 Stan bardzo dobry ! Okazja ! Silnik Volvo","Czerwony",2019,"Michal","Osoba prywatna","Sprzedający na OTOMOTO od 2020","Warszawa, Białołęka",NA,480,12777,593000,NA,6,157000
"Mercedes-Benz 3245","209000","500 000 km","Diesel","Automatyczna",NA,"450 KM",NA,"Mercedes Arocs 3245Podwozie 8x4 ostatnia oś podnoszona i skrętnaRok produkcji 2018Przebieg 500 000 kmWiecej informacji pod numerem telefonu","Mercedes-Benz","3245","Zielony",2018,"Sławomir","Osoba prywatna","Sprzedający na OTOMOTO od 2018","Rembelszczyzna, legionowski, Mazowieckie",NA,450,NA,500000,NA,7,209000
"Mercedes-Benz MP3","76000","922 300 km","Diesel","Automatyczna",NA,"440 KM","Polska","Sprzedam Mercedes 1844 MP3 Bez Retarder 2011r Warszawa 18000e Wyświetl numer","Mercedes-Benz","MP3","Niebieski",2011,"NORBERT","Osoba prywatna","Sprzedający na OTOMOTO od 2015","Warszawa, Włochy",NA,440,NA,922300,NA,14,76000
"Renault MIDLUM 240 DXI 6 Osobowa Kabina Sprowadzony Firanka","42000","424 000 km","Diesel","Manualna","7 146 cm3","240 KM",NA,"UWAGA!!! ZMIANA ADRESU SIEDZIBY FIRMY na SP TRANS KOPANA 05-555 ALEJA KRAKOWSKA 11 !!!MOŻLIWY LEASING - SZACUNKOWA OFERTA NA OKRES 24 MIESIĘCY- OPŁATA WSTĘPNA: 8200 PLN NETTO- MIESIĘCZNA RATA: 1249 PLN NETTO- LICZBA RAT: 24- WARTOŚC WYKUPU: 8200 PLN NETTORENAULT MIDLUM 240 DXI, Sprowadzony, 6 osobowy- Rok produkcji: 07.2008- Przystosowany do nauki jazdy (dodatkowy komplet pedałów sprzęgła i hamulca pod stopami siedzącego na prawym fotelu instruktora)- Przebieg: udokumentowany 424 tys km- Manualna 8-biegowa skrzynia biegów- DMC: 17990 kg- DMC samochodu z przyczepą: 21490 kg- Ładowność: 9830 kg-------------------------------------------------------------------------------------------------------ZABUDOWA- Firanka- Wymiary: 6.41 x 2.46 x 2.51 m (wysokość w środku)- Zamykana drzwiami- Wzmocniona podłoga- Mocowania do pasów-------------------------------------------------------------------------------------------------------PODWOZIE- Rozstaw osi: 6.20 m- Opony: przód 40%, tył 50%- Tylne zawieszenie pneumatyczne na poduszkach- Skrzynka narzędziowa pod zabudową-------------------------------------------------------------------------------------------------------KABINA- 6 osobowa- Drzwi po stronie pasażera i kierowcy umożliwiające zajęcie miejsca z tyłu- Klimatyzacja- Elektryczne szyby- Podgrzewane i elektryczne lusterka- Radio CD ze sterowaniem przy kierownicy- Komputer pokładowy- Dwu stopniowy hamulec górski- Tempomat- Elektryczna regulacja świateł-------------------------------------------------------------------------------------------------------MOŻLIWOŚĆ SPRAWDZENIA POJAZDU W SERWISIE LUB STACJI DIAGNOSTYCZNEJNa życzenie klienta wykonujemy pełny serwis olejowy wraz z wymianą wszystkich filtrów oraz legalizację tachografówMożliwość podstawienia przygotowanego samochodu pod wskazany przez klienta adresLeasing , kredyty i ubezpieczenia na miejscu. Procedura uproszczona bez zaświadczeń ZUS , US. Wymagane dokumenty do kredytu tylko NIP , WPIS DO EWID , REGON + 2 dokumenty tożsamości.Dzwoń , zrobimy ofertę to nic nie kosztuje (FINANSOWANIE POJAZDÓW p.Maciek Wiśniewski Wyświetl numer).Link do filmu prezentującego auto: https://youtu.be/36aOF4bLBXs](https://youtu.be/36aOF4bLBXs)Cena: 42 tys + VAT-Dodatkowe informacje: liczba miejsc: 6, kraj pochodzenia: Francja, status sprowadzonego: dorejestracji_oplacony, wymiary ładunkowe [m]: 6.41x2.46x2.50Numer oferty: AKL24YD4","Renault","MIDLUM 240 DXI 6 Osobowa Kabina Sprowadzony Firanka","Biały",2008,"SPTRANS.PL",NA,"Sprzedający na OTOMOTO od 2007","Usługi finansowe","9830",240,7146,424000,9830,17,42000
